,Image_name,Card-set,Card_number,Rarity,Card_name,Card type,Attribute,Types,Level,Attack,Defense
872,SHSP-EN026 C.png,Shadow Specters,SHSP-EN026,Common,Bujingi Centipede,Monster,LIGHT,Beast / Effect,4,1700,500
873,CBLZ-EN038 C.png,Cosmo Blazer,CBLZ-EN038,Common,Inari Fire,Monster,FIRE,Pyro / Effect,4,1500,200
874,EOJ-EN026 C.png,Enemy of Justice,EOJ-EN026,Common,Avalanching Aussa,Monster,EARTH,Spellcaster / Effect,4,800,1500
875,TDIL-EN037 SR.png,The Dark Illusion,TDIL-EN037,Super Rare,Spell Strider,Monster,EARTH,Warrior / Effect,4,1800,600
876,CBLZ-EN028 C.png,Cosmo Blazer,CBLZ-EN028,Common,Hazy Flame Cerbereus,Monster,FIRE,Beast / Effect,6,2000,200
877,MAGO-EN083 R.png,Maximum Gold,MAGO-EN083,Rare,Noble Knight Brothers,Monster,LIGHT,Warrior / Effect,4,1200,2400
878,CSOC-EN020 C.png,Crossroads of Chaos,CSOC-EN020,Common,Iron Chain Coil,Monster,EARTH,Machine / Tuner,3,1100,1600
879,DREV-EN092 ScR.png,Duelist Revolution,DREV-EN092,Secret Rare,Ally of Justice Cyclone Creator,Monster,DARK,Machine / Tuner,3,1400,1200
880,DOCS-EN036 R.png,Dimension of Chaos,DOCS-EN036,Rare,Skilled Red Magician,Monster,DARK,Spellcaster / Effect,4,1600,1600
881,ABPF-EN034 C.png,Absolute Powerforce,ABPF-EN034,Common,Gundari,Monster,FIRE,Pyro / Spirit,4,1000,200
882,DIFO-EN029 C.png,Dimension Force,DIFO-EN029,Common,Amphibious Bugroth MK-11,Monster,WATER,Machine / Effect,5,1850,1500
883,JOTL-EN008 C.png,Judgment of the Light,JOTL-EN008,Common,Super Defense Robot Monki,Monster,EARTH,Machine / Effect,3,800,1200
884,PHRA-EN014 SR.png,Phantom Rage,PHRA-EN014,Super Rare,Dual Avatar Fists - Yuhi,Monster,LIGHT,Warrior / Effect,4,1800,1000
885,IOC-059 C.png,Invasion of Chaos,IOC-059,Common,Sea Serpent Warrior of Darkness,Monster,WATER,Sea Serpent,4,1800,1500
886,EEN-EN015 SR.png,Elemental Energy,EEN-EN015,Super Rare,Water Dragon,Monster,WATER,Sea Serpent / Effect,8,2800,2600
887,TSHD-EN024 C.png,The Shining Darkness,TSHD-EN024,Common,Lyna the Light Charmer,Monster,LIGHT,Spellcaster / Effect,3,500,1500
888,LED8-EN009 C.png,Legendary Duelists: Synchro Storm,LED8-EN009,Common,Speedroid Terrortop,Monster,WIND,Machine / Effect,3,1200,600
889,FET-EN035 UR.png,Flaming Eternity,FET-EN035,Ultra Rare,Gatling Dragon,Monster,DARK,Machine / Fusion / Effect,8,2600,1200
890,TDGS-EN034 SR.png,The Duelist Genesis,TDGS-EN034,Super Rare,Kinka-byo,Monster,DARK,Beast / Spirit / Effect,1,400,200
891,DANE-EN028 C.png,Dark Neostorm,DANE-EN028,Common,Cupid Dunk,Monster,LIGHT,Fairy / Effect,4,1800,600
892,MRD-101 C.png,Metal Raiders,MRD-101,Common,Insect Soldiers of the Sky,Monster,WIND,Insect / Effect,3,1000,800
893,CBLZ-EN017 R.png,Cosmo Blazer,CBLZ-EN017,Rare,Heraldic Beast Leo,Monster,EARTH,Beast / Effect,4,2000,1000
894,STBL-EN011 C.png,Starstrike Blast,STBL-EN011,Common,Extra Veiler,Monster,LIGHT,Spellcaster / Effect,2,600,200
895,PRIO-EN000 SR.png,Primal Origin,PRIO-EN000,Super Rare,Artifact Scythe,Monster,LIGHT,Fairy / Effect,5,2200,900
896,GENF-EN082 UR.png,Generation Force,GENF-EN082,Ultra Rare,Piercing Moray,Monster,WATER,Fish / Effect,4,1500,500
897,SOVR-EN015 C.png,Stardust Overdrive,SOVR-EN015,Common,Dark Spider,Monster,DARK,Insect / Effect,1,0,0
898,LODT-EN035 R.png,Light of Destruction,LODT-EN035,Rare,Diskblade Rider,Monster,WIND,Fiend / Effect,4,1700,1500
899,POTD-EN017 R.png,Power of the Duelist,POTD-EN017,Rare,Destiny HERO - Dasher,Monster,DARK,Warrior / Effect,6,2100,1000
900,TDIL-EN024 R.png,The Dark Illusion,TDIL-EN024,Rare,Metalfoes Volflame,Monster,FIRE,Psychic / Pendulum / Normal,7,2400,2000
901,IOC-083 UR.png,Invasion of Chaos,IOC-083,Ultra Rare,Levia-Dragon - Daedalus,Monster,WATER,Sea Serpent / Effect,7,2600,1500
902,ABYR-EN025 C.png,Abyss Rising,ABYR-EN025,Common,Madolche Cruffssant,Monster,EARTH,Beast / Effect,3,1500,1200
903,INOV-EN035 SP.png,Invasion: Vengeance,INOV-EN035,Short Print,Fairy Tail - Sleeper,Monster,LIGHT,Spellcaster / Flip / Effect,4,1850,1000
904,CBLZ-EN009 C.png,Cosmo Blazer,CBLZ-EN009,Common,Spear Shark,Monster,WATER,Fish / Effect,4,1600,1400
905,FET-EN018 C.png,Flaming Eternity,FET-EN018,Common,Blade Rabbit,Monster,EARTH,Beast / Effect,2,400,300
906,TDGS-EN037 C.png,The Duelist Genesis,TDGS-EN037,Common,Noisy Gnat,Monster,EARTH,Insect / Effect,2,700,300
907,CORE-EN027 SR.png,Clash of Rebellions,CORE-EN027,Super Rare,Igknight Crusader,Monster,FIRE,Warrior / Pendulum,3,1600,300
908,SOI-EN015 C.png,Shadow of Infinity,SOI-EN015,Common,Chain Thrasher,Monster,WIND,Warrior / Effect,4,1000,600
909,CRMS-EN003 R.png,Crimson Crisis,CRMS-EN003,Rare,Hyper Synchron,Monster,LIGHT,Machine / Tuner / Effect,4,1600,800
910,LON-074 C.png,Labyrinth of Nightmare,LON-074,Common,Zombyra the Dark,Monster,DARK,Warrior / Effect,4,2100,500
911,SOD-EN003 C.png,Soul of the Duelist,SOD-EN003,Common,Skull Dog Marron,Monster,EARTH,Beast,4,1350,2000
912,CIBR-EN083 C.png,Circuit Break,CIBR-EN083,Common,Vendread Striges,Monster,DARK,Zombie / Effect,2,500,2000
913,CIBR-EN003 C.png,Circuit Break,CIBR-EN003,Common,Link Infra-Flier,Monster,WIND,Cyberse / Effect,2,0,1800
914,CRMS-EN027 R.png,Crimson Crisis,CRMS-EN027,Rare,Gladiator Beast Samnite,Monster,EARTH,Beast / Effect,3,1600,1200
915,CORE-EN015 C.png,Clash of Rebellions,CORE-EN015,Common,Performage Damage Juggler,Monster,LIGHT,Spellcaster / Effect,4,1500,1000
916,LOB-109 C.png,Legend of Blue Eyes White Dragon,LOB-109,Common,Sand Stone,Monster,EARTH,Rock,5,1300,1600
917,FOTB-EN000 ScR.png,Force of the Breaker,FOTB-EN000,Secret Rare,Volcanic Rocket,Monster,FIRE,Pyro / Effect,4,1900,1400
918,DOCS-EN044 SR.png,Dimension of Chaos,DOCS-EN044,Super Rare,D/D/D Wave Oblivion King Caesar Ragnarok,Monster,DARK,Fiend / Fusion / Effect,10,3200,3000
919,GAOV-EN095 C.png,Galactic Overlord,GAOV-EN095,Common,Buten,Monster,LIGHT,Fairy / Tuner,1,200,300
920,COTD-EN040 R.png,Code of the Duelist,COTD-EN040,Rare,D/D/D Gust High King Alexander,Monster,WIND,Fiend / Synchro / Effect,10,3000,2500
921,PSV-046 SP.png,Pharaoh's Servant,PSV-046,Short Print,Kiseitai,Monster,DARK,Fiend / Effect,2,300,800
922,PGD-068 C.png,Pharaonic Guardian,PGD-068,Common,A Man with Wdjat,Monster,DARK,Spellcaster / Effect,4,1600,1600
923,CDIP-EN010 R.png,Cyberdark Impact,CDIP-EN010,Rare,Dark Lucius LV6,Monster,EARTH,Fiend / Effect,6,1700,600
924,TDGS-EN036 C.png,The Duelist Genesis,TDGS-EN036,Common,Silent Strider,Monster,EARTH,Insect / Effect,2,300,700
925,MRD-045 C.png,Metal Raiders,MRD-045,Common,Tongyo,Monster,WATER,Fish,4,1350,800
926,DREV-EN005 C.png,Duelist Revolution,DREV-EN005,Common,A/D Changer,Monster,LIGHT,Warrior / Effect,1,100,100
927,CRMS-EN040 SR.png,Crimson Crisis,CRMS-EN040,Super Rare,Dark Strike Fighter,Monster,DARK,Machine / Synchro / Effect,7,2600,1800
928,EXFO-EN035 ScR.png,Extreme Force,EXFO-EN035,Secret Rare,Inspector Boarder,Monster,LIGHT,Machine / Effect,4,2000,2000
929,COTD-EN034 R.png,Code of the Duelist,COTD-EN034,Rare,Re: EX,Monster,LIGHT,Dinosaur / Effect,4,1900,1200
930,SOD-EN016 C.png,Soul of the Duelist,SOD-EN016,Common,Horus' Servant,Monster,FIRE,Beast-Warrior / Effect,1,100,100
931,PRIO-EN003 R.png,Primal Origin,PRIO-EN003,Rare,Galaxy Tyranno,Monster,LIGHT,Dinosaur / Effect,8,2000,0
932,DCR-013 C.png,Dark Crisis,DCR-013,Common,Little-Winguard,Monster,WIND,Warrior / Effect,4,1400,1800
933,CRMS-EN019 UR.png,Crimson Crisis,CRMS-EN019,Ultra Rare,Doomkaiser Dragon/Assault Mode,Monster,FIRE,Zombie / Effect,8,2900,2000
934,DREV-EN084 R.png,Duelist Revolution,DREV-EN084,Rare,Dark Desertapir,Monster,EARTH,Beast / Effect,2,1100,300
935,SHSP-EN042 R.png,Shadow Specters,SHSP-EN042,Rare,Swarm of Crows,Monster,DARK,Winged Beast / Effect,5,1200,1800
936,SECE-EN049 UR.png,Secrets of Eternity,SECE-EN049,Ultra Rare,Metaphys Horus,Monster,LIGHT,Wyrm / Synchro / Effect,6,2300,1600
937,DREV-EN083 R.png,Duelist Revolution,DREV-EN083,Rare,D.D. Destroyer,Monster,EARTH,Warrior / Effect,4,1000,1000
938,CBLZ-EN025 SR.png,Cosmo Blazer,CBLZ-EN025,Super Rare,Brotherhood of the Fire Fist - Dragon,Monster,FIRE,Beast-Warrior / Effect,4,1800,400
939,GLAS-EN081 SR.png,Gladiator's Assault,GLAS-EN081,Super Rare,Gladiator Beast Torax,Monster,WATER,Fish / Effect,3,1400,400
940,CRMS-EN034 C.png,Crimson Crisis,CRMS-EN034,Common,Desert Protector,Monster,EARTH,Insect / Effect,4,800,1000
941,STOR-EN040 UR.png,Storm of Ragnarok,STOR-EN040,Ultra Rare,"Odin, Father of the Aesir",Monster,LIGHT,Fairy / Synchro / Effect,10,4000,3500
942,PHRA-EN005 SR.png,Phantom Rage,PHRA-EN005,Super Rare,Raidraptor - Strangle Lanius,Monster,DARK,Winged Beast / Effect,4,1600,1100
943,GLAS-EN011 R.png,Gladiator's Assault,GLAS-EN011,Rare,Cloudian - Cirrostratus,Monster,WATER,Fairy / Effect,4,900,0
944,LOB-067 R.png,Legend of Blue Eyes White Dragon,LOB-067,Rare,Karbonala Warrior,Monster,EARTH,Warrior / Fusion,4,1500,1200
945,GLAS-EN035 C.png,Gladiator's Assault,GLAS-EN035,Common,Alien Hypno,Monster,WATER,Reptile / Gemini,4,1600,700
946,EEN-EN029 C.png,Elemental Energy,EEN-EN029,Common,Familiar-Possessed - Wynn,Monster,WIND,Spellcaster / Effect,4,1850,1500
947,ANPR-EN014 C.png,Ancient Prophecy,ANPR-EN014,Common,Darksea Float,Monster,DARK,Machine / Effect,1,0,300
948,LVAL-EN083 SR.png,Legacy of the Valiant,LVAL-EN083,Super Rare,Bujingi Pavo,Monster,LIGHT,Winged Beast / Effect,4,1700,800
949,LOD-000 ScR.png,Legacy of Darkness,LOD-000,Secret Rare,Yata-Garasu,Monster,WIND,Fiend / Spirit,2,200,100
950,SHSP-EN031 C.png,Shadow Specters,SHSP-EN031,Common,Vampire Grace,Monster,DARK,Zombie / Effect,6,2000,1200
951,EEN-EN004 R.png,Elemental Energy,EEN-EN004,Rare,Queen's Knight,Monster,LIGHT,Warrior / Normal,4,1500,1600
952,MRL-069 C.png,Spell Ruler,MRL-069,Common,Crab Turtle,Monster,WATER,Aqua / Ritual,8,2550,2500
953,GLAS-EN017 SR.png,Gladiator's Assault,GLAS-EN017,Super Rare,Gladiator Beast Alexander,Monster,LIGHT,Beast / Effect,6,2400,600
954,BOSH-EN008 C.png,Breakers of Shadow,BOSH-EN008,Common,Superheavy Samurai Magnet,Monster,EARTH,Machine / Effect,4,900,1900
955,REDU-EN082 C.png,Return of the Duelist,REDU-EN082,Common,Lightray Madoor,Monster,LIGHT,Spellcaster / Effect,6,1200,3000
956,DAMA-EN004 SR.png,Dawn of Majesty,DAMA-EN004,Super Rare,Despian Comedy,Monster,DARK,Fairy / Effect,1,0,2000
957,CORE-EN008 C.png,Clash of Rebellions,CORE-EN008,Common,Opera the Melodious Diva,Monster,LIGHT,Fairy / Effect,4,2300,1000
958,TSHD-EN097 ScR.png,The Shining Darkness,TSHD-EN097,Secret Rare,Genex Neutron,Monster,LIGHT,Machine / Effect,4,1800,1200
959,SECE-EN041 C.png,Secrets of Eternity,SECE-EN041,Common,Deskbot 003,Monster,EARTH,Machine / Effect,3,500,500
960,LOD-024 C.png,Legacy of Darkness,LOD-024,Common,The Hunter with 7 Weapons,Monster,EARTH,Warrior / Effect,3,1000,600
961,BOSH-EN042 SP.png,Breakers of Shadow,BOSH-EN042,Short Print,Zany Zebra,Monster,DARK,Beast / Pendulum / Effect,2,0,2000
962,RDS-EN018 C.png,Rise of Destiny,RDS-EN018,Common,Harpie Lady 2,Monster,WIND,Winged Beast / Effect,4,1300,1400
963,DANE-EN002 C.png,Dark Neostorm,DANE-EN002,Common,Grid Sweeper,Monster,LIGHT,Cyberse / Effect,4,100,2000
964,TDIL-EN005 R.png,The Dark Illusion,TDIL-EN005,Rare,Performapal Gumgumouton,Monster,EARTH,Beast / Pendulum / Effect,5,900,2400
965,EXVC-EN082 SR.png,Extreme Victory,EXVC-EN082,Super Rare,Dodger Dragon,Monster,WIND,Dragon / Effect,4,1900,1200
966,CIBR-EN031 C.png,Circuit Break,CIBR-EN031,Common,The Accumulator,Monster,LIGHT,Thunder / Effect,1,0,0
967,DUEA-EN041 ScR.png,Duelist Alliance,DUEA-EN041,Secret Rare,Raiza the Mega Monarch,Monster,WIND,Winged Beast / Effect,8,2800,1000
968,COTD-EN002 C.png,Code of the Duelist,COTD-EN002,Common,Backup Secretary,Monster,LIGHT,Cyberse / Effect,3,1200,800
969,PTDN-EN022 SR.png,Phantom Darkness,PTDN-EN022,Super Rare,Doomsday Horror,Monster,DARK,Fiend / Effect,4,0,0
970,ETCO-EN006 C.png,Eternity Code,ETCO-EN006,Common,Marincess Basilalima,Monster,WATER,Cyberse / Effect,4,600,2100
971,LON-055 C.png,Labyrinth of Nightmare,LON-055,Common,Earthbound Spirit,Monster,EARTH,Fiend / Normal,4,500,2000
972,STBL-EN022 SR.png,Starstrike Blast,STBL-EN022,Super Rare,"Karakuri Ninja mdl 339 ""Sazank""",Monster,EARTH,Machine / Effect,3,1200,1200
973,SHSP-EN057 R.png,Shadow Specters,SHSP-EN057,Rare,"Puralis, the Purple Pyrotile",Monster,FIRE,Reptile / Synchro / Tuner,2,800,1400
974,GFP2-EN182 GR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN182,Ghost Rare,Red Dragon Archfiend,Monster,DARK,Dragon / Synchro / Effect,8,3000,2000
975,ABPF-EN081 ScR.png,Absolute Powerforce,ABPF-EN081,Secret Rare,XX-Saber Emmersblade,Monster,EARTH,Insect / Effect,3,1300,800
976,LVAL-EN011 C.png,Legacy of the Valiant,LVAL-EN011,Common,Gorgonic Golem,Monster,DARK,Rock / Effect,3,1200,600
977,MRD-093 C.png,Metal Raiders,MRD-093,Common,Bickuribox,Monster,DARK,Fiend / Fusion,7,2300,2000
978,GAOV-EN039 SP.png,Galactic Overlord,GAOV-EN039,Short Print,Flame Tiger,Monster,FIRE,Beast / Effect,4,1800,0
979,MACR-EN032 R.png,Maximum Crisis ,MACR-EN032,Rare,B.E.S. Big Core MK-3,Monster,LIGHT,Machine / Effect,8,2700,1900
980,PHSW-EN010 C.png,Photon Shockwave,PHSW-EN010,Common,Needle Sunfish,Monster,WATER,Fish / Effect,3,1500,100
981,ANPR-EN035 SR.png,Ancient Prophecy,ANPR-EN035,Super Rare,XX-Saber Faultroll,Monster,EARTH,Warrior / Effect,6,2400,1800
982,DIFO-EN081 C.png,Dimension Force,DIFO-EN081,Common,Colonel on C-String,Monster,LIGHT,Warrior / Effect,4,1400,1600
983,LOB-007 SR.png,Legend of Blue Eyes White Dragon,LOB-007,Super Rare,Celtic Guardian,Monster,EARTH,Warrior / Normal,4,1400,1200
984,ABPF-EN098 R.png,Absolute Powerforce,ABPF-EN098,Rare,Skull Conductor,Monster,DARK,Zombie / Effect,4,2000,0
985,IOC-026 R.png,Invasion of Chaos,IOC-026,Rare,Drillago,Monster,DARK,Machine / Effect,4,1600,1100
986,CHIM-EN009 R.png,Chaos Impact,CHIM-EN009,Rare,Unchained Twins - Rakea,Monster,WATER,Fiend / Effect,3,1500,1500
987,ABPF-EN033 SP.png,Absolute Powerforce,ABPF-EN033,Short Print,Consecrated Light,Monster,LIGHT,Fairy / Effect,1,0,0
988,MRD-017 C.png,Metal Raiders,MRD-017,Common,Big Eye,Monster,DARK,Fiend / Effect,4,1200,1000
989,CHIM-EN021 C.png,Chaos Impact,CHIM-EN021,Common,"World Legacy - ""World Key""",Monster,DARK,Machine / Effect,1,0,0
990,PRIO-EN034 ScR.png,Primal Origin,PRIO-EN034,Secret Rare,Majesty's Fiend,Monster,LIGHT,Fiend / Effect,6,2400,1000
991,GFP2-EN059 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN059,Ultra Rare,Vision HERO Faris,Monster,DARK,Warrior / Effect,5,1600,1800
992,MRL-087 C.png,Spell Ruler,MRL-087,Common,Spear Cretin,Monster,DARK,Fiend / Effect,2,500,500
993,STON-EN023 C.png,Strike of Neos,STON-EN023,Common,Marionette Mite,Monster,DARK,Insect / Effect,3,1000,1000
994,MAGO-EN030 PGR.png,Maximum Gold,MAGO-EN030,Premium Gold Rare,Martial Metal Marcher,Monster,WIND,Machine / Synchro / Tuner / Effect,3,500,2200
995,CRMS-EN016 R.png,Crimson Crisis,CRMS-EN016,Rare,Flying Fortress SKY FIRE,Monster,WIND,Machine / Effect,8,3000,2500
996,MFC-055 C.png,Magician's Force,MFC-055,Common,Great Angus,Monster,FIRE,Beast,4,1800,600
997,TDIL-EN036 C.png,The Dark Illusion,TDIL-EN036,Common,Black Dragon Ninja,Monster,DARK,Beast / Effect,7,2800,1600
998,PRIO-EN039 SP.png,Primal Origin,PRIO-EN039,Short Print,Starduston,Monster,DARK,Fiend / Effect,1,0,0
999,TLM-EN026 C.png,The Lost Millennium,TLM-EN026,Common,Aussa the Earth Charmer,Monster,EARTH,Spellcaster / Flip / Effect,3,500,1500
1000,DREV-EN001 C.png,Duelist Revolution,DREV-EN001,Common,Earthquake Giant,Monster,EARTH,Rock / Effect,5,1600,2100
1001,MAGO-EN064 R.png,Maximum Gold,MAGO-EN064,Rare,Mecha Phantom Beast Blue Impala,Monster,WIND,Machine / Tuner / Effect,3,1400,1100
1002,GFP2-EN120 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN120,Ultra Rare,Great Mammoth of Goldfine,Monster,DARK,Zombie / Fusion,6,2200,1800
1003,ANPR-EN008 R.png,Ancient Prophecy,ANPR-EN008,Rare,Jester Lord,Monster,DARK,Spellcaster / Effect,1,0,0
1004,CRV-EN016 SR.png,Cybernetic Revolution,CRV-EN016,Super Rare,Cybernetic Magician,Monster,LIGHT,Spellcaster / Effect,6,2400,1000
1005,SECE-EN045 UR.png,Secrets of Eternity,SECE-EN045,Ultra Rare,Rune-Eyes Pendulum Dragon,Monster,DARK,Dragon / Fusion / Effect,8,3000,2000
1006,SHSP-EN027 C.png,Shadow Specters,SHSP-EN027,Common,Mecha Phantom Beast Sabre Hawk,Monster,WIND,Machine / Effect,4,2100,100
1007,STOR-EN003 R.png,Storm of Ragnarok,STOR-EN003,Rare,Stardust Phantom,Monster,LIGHT,Spellcaster / Effect,1,0,0
1008,MACR-EN006 C.png,Maximum Crisis ,MACR-EN006,Common,Speedroid Skull Marbles,Monster,WIND,Machine / Effect,7,0,3000
1009,SOFU-EN010 C.png,Soul Fusion,SOFU-EN010,Common,Galaxy Cleric,Monster,LIGHT,Spellcaster / Effect,4,1500,600
1010,TDIL-EN015 C.png,The Dark Illusion,TDIL-EN015,Common,Red Gardna,Monster,FIRE,Fiend / Effect,4,0,2000
1011,STBL-EN041 R.png,Starstrike Blast,STBL-EN041,Rare,Formula Synchron,Monster,LIGHT,Machine / Synchro / Tuner / Effect,2,200,1500
1012,MRL-001 C.png,Spell Ruler,MRL-001,Common,Penguin Knight,Monster,WATER,Aqua / Effect,3,900,800
1013,PHSW-EN019 R.png,Photon Shockwave,PHSW-EN019,Rare,Evolsaur Vulcano,Monster,FIRE,Dinosaur / Effect,4,1200,1000
1014,CORE-EN040 C.png,Clash of Rebellions,CORE-EN040,Common,Bird of Paradise Lost,Monster,DARK,Wyrm / Tuner / Effect,8,2700,1500
1015,DIFO-EN000 ScR.png,Dimension Force,DIFO-EN000,Secret Rare,Libromancer Fire,Monster,FIRE,Cyberse / Effect,4,1800,1800
1016,GAOV-EN021 C.png,Galactic Overlord,GAOV-EN021,Common,Hieratic Dragon of Nebthet,Monster,LIGHT,Dragon / Effect,5,2000,1600
1017,LOD-058 C.png,Legacy of Darkness,LOD-058,Common,Patrician of Darkness,Monster,DARK,Zombie / Effect,5,2000,1400
1018,EXFO-EN036 SR.png,Extreme Force,EXFO-EN036,Super Rare,Overtex Qoatlus,Monster,DARK,Dinosaur / Effect,7,2700,2100
1019,LODT-EN002 C.png,Light of Destruction,LODT-EN002,Common,Cross Porter,Monster,DARK,Warrior / Effect,2,400,400
1020,GENF-EN011 C.png,Generation Force,GENF-EN011,Common,Crashbug Z,Monster,DARK,Fiend / Effect,3,0,1500
1021,RIRA-EN099 C.png,Rising Rampage,RIRA-EN099,Common,Rogue of Endymion,Monster,FIRE,Spellcaster / Effect,3,1500,200
1022,TSHD-EN095 SR.png,The Shining Darkness,TSHD-EN095,Super Rare,Hydro Genex,Monster,WATER,Machine / Synchro / Effect,6,2300,1800
1023,ETCO-EN008 UR.png,Eternity Code,ETCO-EN008,Ultra Rare,Archnemeses Protos,Monster,DARK,Wyrm / Effect,11,2500,3000
1024,BACH-EN032 C.png,Battle of Chaos,BACH-EN032,Common,Shining Piecephilia,Monster,LIGHT,Rock / Effect,4,700,2000
1025,LON-058 C.png,Labyrinth of Nightmare,LON-058,Common,Flame Dancer,Monster,FIRE,Pyro,2,550,450
1026,DOCS-EN017 SR.png,Dimension of Chaos,DOCS-EN017,Super Rare,The Legendary Fisherman III,Monster,WATER,Warrior / Effect,7,2500,2000
1027,PGD-066 C.png,Pharaonic Guardian,PGD-066,Common,Gravekeeper's Cannonholder,Monster,DARK,Spellcaster / Effect,4,1400,1200
1028,SHVI-EN088 R.png,Shining Victories,SHVI-EN088,Rare,Super Anti-Kaiju War Machine Mecha-Dogoran,Monster,LIGHT,Machine / Effect,8,0,2000
1029,MRD-123 C.png,Metal Raiders,MRD-123,Common,Skull Knight,Monster,DARK,Spellcaster / Fusion,7,2650,2250
1030,PTDN-EN044 ScR.png,Phantom Darkness,PTDN-EN044,Secret Rare,Rainbow Neos,Monster,LIGHT,Warrior / Fusion / Effect,10,4500,3000
1031,GFP2-EN037 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN037,Ultra Rare,Samsara Dragon,Monster,LIGHT,Dragon / Effect,1,0,0
1032,ABYR-EN020 ScR.png,Abyss Rising,ABYR-EN020,Secret Rare,Mermail Abyssmegalo,Monster,WATER,Sea Serpent / Effect,7,2400,1900
1033,GAOV-EN012 C.png,Galactic Overlord,GAOV-EN012,Common,Morpho Butterspy,Monster,DARK,Warrior / Effect,4,1200,1600
1034,BACH-EN036 UR.png,Battle of Chaos,BACH-EN036,Ultra Rare,Master of Chaos,Monster,DARK,Spellcaster / Fusion / Effect,8,3000,2500
1035,LTGY-EN090 C.png,Lord of the Tachyon Galaxy,LTGY-EN090,Common,Sonic Warrior,Monster,WIND,Warrior / Effect,2,1000,0
1036,ANPR-EN030 C.png,Ancient Prophecy,ANPR-EN030,Common,Genetic Woman,Monster,WIND,Psychic / Effect,4,1700,1200
1037,NECH-EN097 C.png,The New Challengers,NECH-EN097,Common,Shogi Lance,Monster,EARTH,Beast-Warrior / Effect,3,500,500
1038,RATE-EN086 UR.png,Raging Tempest,RATE-EN086,Ultra Rare,SPYGAL Misty,Monster,DARK,Spellcaster / Effect,4,1500,1600
1039,ETCO-EN095 SR.png,Eternity Code,ETCO-EN095,Super Rare,Armored Bitron,Monster,DARK,Cyberse / Effect,2,500,0
1040,TAEV-EN015 C.png,Tactical Evolution,TAEV-EN015,Common,Venom Snake,Monster,EARTH,Reptile / Effect,3,1200,600
1041,MAGO-EN117 R.png,Maximum Gold,MAGO-EN117,Rare,Scrap Recycler,Monster,EARTH,Machine / Effect,3,900,1200
1042,CHIM-EN006 C.png,Chaos Impact,CHIM-EN006,Common,Dinowrestler Martial Ampelo,Monster,EARTH,Dinosaur / Effect,1,600,0
1043,LOB-000 ScR.png,Legend of Blue Eyes White Dragon,LOB-000,Secret Rare,Tri-Horned Dragon,Monster,DARK,Dragon,8,2850,2350
1044,POTD-EN019 C.png,Power of the Duelist,POTD-EN019,Common,Black Stego,Monster,EARTH,Dinosaur / Effect,4,1200,2000
1045,SAST-EN031 C.png,Savage Strike,SAST-EN031,Common,Extraceratops,Monster,EARTH,Warrior / Effect,1,100,100
1046,DIFO-EN083 SR.png,Dimension Force,DIFO-EN083,Super Rare,Patissciel Couverture,Monster,DARK,Fairy / Fusion / Pendulum / Effect,5,1700,700
1047,LOB-077 C.png,Legend of Blue Eyes White Dragon,LOB-077,Common,M-Warrior #2,Monster,EARTH,Warrior,3,500,1000
1048,MRD-027 SR.png,Metal Raiders,MRD-027,Super Rare,Suijin,Monster,WATER,Aqua / Effect,7,2500,2400
1049,IOC-062 C.png,Invasion of Chaos,IOC-062,Common,Burning Algae,Monster,FIRE,Pyro / Effect,3,500,1500
1050,GLAS-EN020 C.png,Gladiator's Assault,GLAS-EN020,Common,Gladiator Beast Bestiari,Monster,WIND,Winged Beast / Effect,4,1500,800
1051,SOI-EN018 C.png,Shadow of Infinity,SOI-EN018,Common,Parasitic Ticky,Monster,EARTH,Insect / Effect,1,0,0
1052,LVAL-EN027 R.png,Legacy of the Valiant,LVAL-EN027,Rare,Bujingi Peacock,Monster,LIGHT,Winged Beast / Effect,4,1800,700
1053,RGBT-EN084 R.png,Raging Battle,RGBT-EN084,Rare,Moja,Monster,EARTH,Beast / Effect,1,100,100
1054,DAMA-EN034 UR.png,Dawn of Majesty,DAMA-EN034,Ultra Rare,Despian Quaeritis,Monster,LIGHT,Fiend / Fusion / Effect,8,2500,2500
1055,TDIL-EN000 R.png,The Dark Illusion,TDIL-EN000,Rare,Magical Something,Monster,DARK,Spellcaster / Effect,4,1800,1300
1056,TDGS-EN001 C.png,The Duelist Genesis,TDGS-EN001,Common,Turbo Booster,Monster,EARTH,Machine / Effect,1,0,0
1057,MAGO-EN072 R.png,Maximum Gold,MAGO-EN072,Rare,Brotherhood of the Fire Fist - Coyote,Monster,FIRE,Beast-Warrior / Effect,5,2000,500
1058,PRIO-EN085 SR.png,Primal Origin,PRIO-EN085,Super Rare,Vampire Vamp,Monster,DARK,Zombie / Effect,7,2000,2000
1059,MAGO-EN022 PGR.png,Maximum Gold,MAGO-EN022,Premium Gold Rare,Kitchen Dragonmaid,Monster,FIRE,Dragon / Effect,3,500,1700
1060,TDGS-EN044 UR.png,The Duelist Genesis,TDGS-EN044,Ultra Rare,Thought Ruler Archfiend,Monster,DARK,Psychic / Synchro / Effect,8,2700,2300
