,Online boarding,Inflight entertainment,Type of Travel,Class
3250,3,4,Personal Travel,Business
3251,3,1,Personal Travel,Eco
3252,3,2,Business travel,Eco
3253,3,4,Business travel,Business
3254,4,2,Business travel,Business
3255,4,5,Personal Travel,Eco
3256,3,1,Business travel,Eco Plus
3257,3,4,Personal Travel,Eco
3258,4,1,Personal Travel,Eco
3259,3,1,Personal Travel,Eco
3260,4,4,Business travel,Business
3261,1,1,Business travel,Eco
3262,5,5,Business travel,Business
3263,4,3,Business travel,Eco Plus
3264,1,4,Personal Travel,Business
3265,2,2,Business travel,Business
3266,4,5,Business travel,Business
3267,1,3,Business travel,Eco
3268,1,4,Business travel,Business
3269,3,2,Personal Travel,Eco Plus
3270,1,4,Personal Travel,Business
3271,2,5,Business travel,Eco
3272,4,4,Business travel,Business
3273,4,5,Personal Travel,Eco
3274,5,4,Business travel,Business
3275,4,3,Business travel,Eco
3276,4,4,Business travel,Business
3277,3,2,Personal Travel,Eco
3278,5,2,Business travel,Eco
3279,4,4,Business travel,Business
3280,2,3,Business travel,Eco
3281,2,2,Business travel,Eco
3282,2,2,Business travel,Eco
3283,5,5,Business travel,Business
3284,2,1,Business travel,Business
3285,5,4,Business travel,Business
3286,5,4,Business travel,Business
3287,4,2,Personal Travel,Eco Plus
3288,4,4,Business travel,Business
3289,4,4,Business travel,Business
3290,5,5,Business travel,Business
3291,2,1,Business travel,Business
3292,4,4,Business travel,Eco
3293,1,2,Business travel,Eco
3294,3,3,Business travel,Eco
3295,2,5,Business travel,Eco
3296,5,5,Business travel,Business
3297,3,3,Business travel,Eco Plus
3298,3,2,Personal Travel,Eco
3299,5,4,Business travel,Business
3300,3,4,Business travel,Eco
3301,2,4,Personal Travel,Eco
3302,3,2,Personal Travel,Eco
3303,4,5,Business travel,Business
3304,5,5,Business travel,Business
3305,4,5,Business travel,Business
3306,4,4,Business travel,Eco
3307,4,4,Business travel,Business
3308,3,2,Business travel,Eco Plus
3309,4,4,Business travel,Business
3310,4,1,Personal Travel,Eco
3311,5,4,Business travel,Business
3312,5,4,Business travel,Business
3313,1,3,Business travel,Eco
3314,2,2,Personal Travel,Eco
3315,5,4,Business travel,Business
3316,5,5,Business travel,Eco
3317,1,1,Business travel,Business
3318,2,3,Personal Travel,Business
3319,3,2,Personal Travel,Business
3320,4,5,Business travel,Business
3321,2,3,Personal Travel,Eco
3322,4,5,Personal Travel,Eco
3323,3,3,Business travel,Business
3324,1,2,Personal Travel,Eco
3325,4,2,Personal Travel,Eco Plus
3326,3,3,Business travel,Eco
3327,5,5,Business travel,Business
3328,2,1,Business travel,Eco Plus
3329,3,5,Personal Travel,Eco
3330,2,1,Business travel,Business
3331,2,2,Business travel,Business
3332,2,2,Business travel,Business
3333,4,4,Business travel,Business
3334,1,2,Business travel,Eco
3335,2,1,Personal Travel,Eco
3336,3,3,Business travel,Eco
3337,4,5,Personal Travel,Eco
3338,2,5,Business travel,Business
3339,5,4,Business travel,Business
3340,4,3,Business travel,Eco
3341,2,2,Business travel,Business
3342,5,2,Personal Travel,Eco
3343,2,1,Business travel,Eco Plus
3344,4,1,Personal Travel,Eco
3345,1,5,Business travel,Business
3346,4,5,Business travel,Business
3347,3,2,Business travel,Eco
3348,2,5,Business travel,Business
3349,1,5,Business travel,Eco
3350,2,3,Business travel,Eco
3351,2,2,Personal Travel,Eco
3352,4,4,Business travel,Business
3353,5,4,Personal Travel,Eco
3354,4,5,Business travel,Business
3355,1,2,Business travel,Eco
3356,1,4,Business travel,Business
3357,4,4,Business travel,Business
3358,4,5,Personal Travel,Eco
3359,1,4,Personal Travel,Eco
3360,3,4,Personal Travel,Eco
3361,3,5,Personal Travel,Eco
3362,4,5,Personal Travel,Business
3363,3,4,Personal Travel,Eco
3364,4,5,Business travel,Business
3365,4,4,Business travel,Business
3366,3,3,Business travel,Eco Plus
3367,4,2,Personal Travel,Eco
3368,4,3,Business travel,Eco
3369,4,4,Business travel,Business
3370,3,3,Business travel,Business
3371,4,4,Business travel,Eco Plus
3372,4,3,Business travel,Business
3373,3,4,Personal Travel,Eco
3374,3,5,Personal Travel,Eco
3375,5,1,Personal Travel,Eco
3376,3,4,Personal Travel,Eco
3377,3,3,Personal Travel,Eco
3378,4,3,Personal Travel,Eco
3379,2,3,Personal Travel,Eco
3380,4,4,Personal Travel,Eco
3381,4,4,Personal Travel,Eco
3382,3,3,Business travel,Business
3383,2,3,Business travel,Eco
3384,4,2,Business travel,Business
3385,1,4,Business travel,Business
3386,4,2,Business travel,Business
3387,1,4,Personal Travel,Eco
3388,2,2,Business travel,Business
3389,2,2,Personal Travel,Eco
3390,3,2,Personal Travel,Eco
3391,4,4,Personal Travel,Eco
3392,4,4,Business travel,Business
3393,4,5,Business travel,Business
3394,4,4,Business travel,Eco
3395,4,2,Business travel,Business
3396,4,4,Business travel,Business
3397,2,1,Personal Travel,Eco
3398,1,5,Business travel,Business
3399,3,5,Personal Travel,Eco
3400,3,2,Business travel,Business
3401,4,5,Personal Travel,Eco
3402,4,4,Business travel,Business
3403,2,4,Personal Travel,Business
3404,5,4,Business travel,Business
3405,2,1,Business travel,Business
3406,4,4,Business travel,Eco Plus
3407,4,3,Business travel,Business
3408,3,2,Business travel,Business
3409,5,5,Business travel,Business
3410,2,4,Business travel,Business
3411,5,5,Business travel,Business
3412,4,4,Business travel,Business
3413,2,2,Personal Travel,Eco
3414,2,5,Business travel,Business
3415,4,4,Personal Travel,Eco
3416,1,5,Business travel,Eco
3417,1,5,Business travel,Business
3418,3,2,Business travel,Eco
3419,4,4,Business travel,Business
3420,3,3,Business travel,Business
3421,2,5,Business travel,Business
3422,3,3,Personal Travel,Eco
3423,3,3,Business travel,Business
3424,4,4,Business travel,Eco
3425,4,5,Business travel,Business
3426,4,5,Business travel,Business
3427,3,4,Business travel,Business
3428,5,4,Personal Travel,Eco
3429,4,3,Business travel,Business
3430,5,5,Personal Travel,Eco
3431,4,5,Business travel,Business
3432,4,1,Business travel,Eco
3433,2,2,Business travel,Eco
3434,3,3,Business travel,Eco Plus
3435,2,2,Personal Travel,Eco
3436,3,4,Business travel,Eco
3437,2,1,Personal Travel,Eco
3438,5,5,Business travel,Business
3439,3,2,Personal Travel,Eco
3440,5,4,Business travel,Eco
3441,4,5,Business travel,Business
3442,3,1,Personal Travel,Eco
3443,2,5,Business travel,Business
3444,4,5,Business travel,Business
3445,2,1,Business travel,Eco
3446,2,2,Business travel,Business
3447,4,4,Business travel,Business
3448,5,4,Personal Travel,Eco
3449,3,3,Business travel,Eco
3450,4,3,Business travel,Business
3451,2,5,Personal Travel,Eco Plus
3452,5,5,Business travel,Business
3453,5,4,Business travel,Business
3454,1,1,Personal Travel,Eco
3455,4,2,Personal Travel,Eco
3456,2,2,Personal Travel,Eco Plus
3457,2,1,Personal Travel,Eco
3458,1,3,Business travel,Business
3459,3,1,Business travel,Business
3460,2,2,Business travel,Business
3461,2,5,Business travel,Eco Plus
3462,3,1,Business travel,Eco
3463,2,2,Personal Travel,Eco Plus
3464,3,4,Personal Travel,Eco
3465,1,1,Business travel,Eco
3466,5,5,Personal Travel,Eco
3467,3,2,Business travel,Eco
3468,1,5,Business travel,Business
3469,3,2,Personal Travel,Eco
3470,4,4,Business travel,Business
3471,3,4,Business travel,Business
3472,2,5,Business travel,Business
3473,2,1,Personal Travel,Eco
3474,4,5,Business travel,Business
3475,3,3,Business travel,Business
3476,3,3,Business travel,Business
3477,4,5,Business travel,Business
3478,4,4,Business travel,Business
3479,2,3,Personal Travel,Eco
3480,5,4,Business travel,Business
3481,1,1,Business travel,Business
3482,4,3,Business travel,Eco
3483,4,5,Business travel,Business
3484,4,4,Business travel,Business
3485,2,5,Personal Travel,Eco
3486,2,5,Personal Travel,Eco
3487,4,5,Business travel,Business
3488,3,2,Business travel,Business
3489,4,4,Business travel,Business
3490,5,5,Business travel,Business
3491,3,4,Business travel,Business
3492,5,5,Business travel,Business
3493,4,4,Business travel,Business
3494,3,4,Personal Travel,Eco
3495,2,4,Business travel,Eco
3496,2,2,Business travel,Eco
3497,1,2,Business travel,Business
3498,3,5,Business travel,Business
3499,4,4,Business travel,Eco
3500,5,4,Personal Travel,Eco Plus
3501,3,1,Business travel,Business
3502,3,4,Business travel,Business
3503,4,4,Business travel,Business
3504,3,3,Business travel,Business
3505,3,1,Business travel,Eco
3506,1,2,Business travel,Business
3507,5,5,Business travel,Business
3508,1,3,Personal Travel,Eco
3509,1,5,Business travel,Business
3510,4,3,Personal Travel,Eco
3511,3,5,Personal Travel,Eco
3512,4,5,Personal Travel,Eco
3513,2,4,Business travel,Business
3514,2,3,Business travel,Business
3515,1,1,Business travel,Eco
3516,3,1,Personal Travel,Eco
3517,2,1,Business travel,Eco
3518,5,3,Business travel,Eco Plus
3519,5,2,Personal Travel,Eco
3520,1,2,Business travel,Eco
3521,2,2,Business travel,Eco Plus
3522,4,4,Personal Travel,Eco
3523,1,4,Business travel,Business
3524,3,5,Business travel,Eco Plus
3525,4,4,Business travel,Business
3526,5,5,Business travel,Business
3527,3,2,Personal Travel,Eco
3528,3,1,Business travel,Eco Plus
3529,2,2,Business travel,Eco
3530,4,2,Personal Travel,Eco
3531,4,4,Business travel,Business
3532,2,2,Business travel,Eco Plus
3533,4,5,Business travel,Business
3534,2,4,Personal Travel,Eco
3535,4,4,Business travel,Eco
3536,5,1,Personal Travel,Eco Plus
3537,4,2,Business travel,Business
3538,5,4,Business travel,Business
3539,3,2,Business travel,Eco
3540,5,5,Personal Travel,Eco
3541,4,4,Business travel,Business
3542,5,5,Business travel,Eco
3543,4,4,Business travel,Business
3544,4,5,Business travel,Business
3545,4,4,Business travel,Business
3546,3,3,Business travel,Business
3547,4,3,Business travel,Eco
3548,4,1,Personal Travel,Eco
3549,3,1,Personal Travel,Eco
3550,4,4,Business travel,Business
3551,3,2,Personal Travel,Eco
3552,2,4,Personal Travel,Eco
3553,5,5,Business travel,Business
3554,4,4,Business travel,Business
3555,4,4,Personal Travel,Eco
3556,3,4,Business travel,Business
3557,5,4,Business travel,Business
3558,1,1,Business travel,Eco
3559,2,3,Personal Travel,Eco
3560,3,2,Business travel,Eco
3561,2,5,Business travel,Eco Plus
3562,5,4,Business travel,Business
3563,4,4,Personal Travel,Business
3564,2,4,Business travel,Eco
3565,5,5,Business travel,Eco Plus
3566,2,1,Business travel,Business
3567,3,3,Business travel,Business
3568,4,4,Business travel,Eco
3569,5,5,Business travel,Business
3570,3,4,Business travel,Business
3571,5,4,Personal Travel,Eco
3572,4,5,Business travel,Business
3573,1,3,Personal Travel,Eco Plus
3574,4,3,Business travel,Business
3575,4,4,Business travel,Business
3576,4,3,Business travel,Business
3577,4,4,Business travel,Business
3578,4,4,Business travel,Eco
3579,4,3,Personal Travel,Eco
3580,1,1,Business travel,Eco Plus
3581,5,5,Business travel,Eco Plus
3582,5,5,Business travel,Business
3583,3,3,Business travel,Business
3584,3,3,Business travel,Business
3585,5,4,Business travel,Business
3586,1,5,Personal Travel,Eco Plus
3587,3,1,Personal Travel,Eco
3588,1,2,Personal Travel,Eco Plus
3589,1,3,Personal Travel,Eco
3590,1,4,Personal Travel,Eco
3591,3,4,Business travel,Business
3592,2,4,Business travel,Eco Plus
3593,4,1,Personal Travel,Business
3594,3,2,Business travel,Business
3595,1,5,Business travel,Eco
3596,5,5,Business travel,Business
3597,5,4,Business travel,Eco Plus
3598,1,1,Business travel,Eco
3599,4,2,Business travel,Eco
3600,5,3,Business travel,Business
3601,4,1,Business travel,Business
3602,2,1,Personal Travel,Eco
3603,3,3,Business travel,Eco Plus
3604,4,3,Personal Travel,Business
3605,3,2,Personal Travel,Business
3606,3,4,Business travel,Business
3607,4,5,Business travel,Business
3608,3,5,Personal Travel,Eco
3609,5,4,Business travel,Business
3610,1,1,Personal Travel,Eco Plus
3611,2,3,Business travel,Business
3612,4,4,Business travel,Eco
3613,5,5,Business travel,Business
3614,4,4,Business travel,Eco
3615,5,4,Business travel,Business
3616,2,1,Personal Travel,Eco Plus
3617,2,4,Personal Travel,Eco
3618,4,4,Business travel,Business
3619,5,5,Business travel,Eco
3620,2,4,Personal Travel,Eco
3621,4,4,Personal Travel,Eco
3622,1,3,Personal Travel,Eco
3623,4,4,Business travel,Eco
3624,5,5,Business travel,Business
3625,3,4,Personal Travel,Eco
3626,4,5,Business travel,Business
3627,3,2,Personal Travel,Eco
3628,4,4,Business travel,Business
3629,1,2,Business travel,Business
3630,2,2,Business travel,Eco Plus
3631,3,4,Personal Travel,Eco
3632,5,5,Business travel,Business
3633,4,4,Business travel,Business
3634,3,2,Personal Travel,Eco
3635,4,1,Personal Travel,Eco
3636,5,5,Business travel,Business
3637,3,3,Business travel,Business
3638,4,1,Business travel,Business
3639,4,1,Business travel,Eco
3640,1,3,Personal Travel,Eco
3641,5,3,Personal Travel,Eco
3642,3,4,Business travel,Eco
3643,5,5,Business travel,Eco
3644,4,3,Business travel,Business
3645,2,4,Business travel,Business
3646,5,5,Business travel,Business
3647,1,5,Business travel,Business
3648,3,5,Business travel,Business
3649,4,4,Business travel,Business
3650,4,4,Business travel,Business
3651,4,3,Business travel,Business
3652,3,1,Business travel,Eco
3653,2,4,Business travel,Eco
3654,1,4,Personal Travel,Eco
3655,2,3,Business travel,Business
3656,3,3,Business travel,Eco
3657,4,2,Personal Travel,Business
3658,3,3,Business travel,Eco
3659,5,5,Business travel,Eco
3660,2,4,Business travel,Business
3661,5,4,Business travel,Business
3662,5,5,Business travel,Business
3663,3,3,Business travel,Eco
3664,3,4,Business travel,Eco
3665,3,5,Personal Travel,Eco
3666,5,5,Business travel,Business
3667,5,5,Business travel,Business
3668,5,5,Business travel,Business
3669,5,4,Business travel,Business
3670,4,4,Business travel,Eco Plus
3671,3,5,Personal Travel,Eco
3672,5,4,Business travel,Business
3673,2,4,Business travel,Eco
3674,1,1,Business travel,Eco
3675,3,3,Business travel,Business
3676,4,5,Business travel,Business
3677,2,2,Personal Travel,Eco
3678,2,1,Personal Travel,Eco
3679,4,4,Business travel,Business
3680,5,3,Business travel,Business
3681,4,2,Business travel,Eco
3682,4,4,Business travel,Business
3683,1,4,Personal Travel,Eco
3684,3,3,Business travel,Business
3685,4,4,Business travel,Eco
3686,2,1,Business travel,Eco
3687,2,1,Business travel,Eco Plus
3688,4,1,Business travel,Business
3689,3,3,Personal Travel,Eco
3690,3,4,Business travel,Business
3691,5,5,Business travel,Business
3692,3,5,Business travel,Eco
3693,1,1,Business travel,Eco Plus
3694,4,4,Business travel,Eco
3695,4,4,Personal Travel,Eco
3696,4,4,Business travel,Business
3697,3,4,Personal Travel,Eco
3698,1,2,Business travel,Eco
3699,4,4,Business travel,Business
3700,4,5,Personal Travel,Eco
3701,2,5,Personal Travel,Eco Plus
3702,1,1,Business travel,Eco
3703,5,5,Business travel,Eco
3704,2,2,Business travel,Business
3705,5,5,Business travel,Business
3706,4,3,Personal Travel,Eco Plus
3707,3,5,Business travel,Business
3708,2,5,Personal Travel,Eco
3709,3,1,Business travel,Eco
3710,4,4,Business travel,Business
3711,4,4,Business travel,Business
3712,1,1,Personal Travel,Eco
3713,5,5,Business travel,Business
3714,4,5,Business travel,Business
3715,3,5,Business travel,Business
3716,2,4,Business travel,Business
3717,3,5,Personal Travel,Eco
3718,5,5,Business travel,Business
3719,5,5,Personal Travel,Eco
3720,2,5,Personal Travel,Eco
3721,2,4,Business travel,Business
3722,4,5,Business travel,Business
3723,3,2,Personal Travel,Eco
3724,4,3,Personal Travel,Eco
3725,4,4,Business travel,Business
3726,5,5,Business travel,Business
3727,4,4,Business travel,Eco Plus
3728,4,4,Personal Travel,Eco
3729,1,1,Business travel,Eco
3730,1,5,Business travel,Eco
3731,1,1,Business travel,Business
3732,5,4,Business travel,Business
3733,1,4,Personal Travel,Eco Plus
3734,5,5,Business travel,Business
3735,1,1,Business travel,Eco Plus
3736,2,5,Business travel,Eco
3737,3,2,Business travel,Business
3738,4,4,Business travel,Business
3739,5,5,Business travel,Eco
3740,4,4,Business travel,Business
3741,3,4,Business travel,Eco
3742,4,4,Business travel,Business
3743,3,3,Personal Travel,Eco
3744,5,5,Business travel,Eco Plus
3745,2,2,Personal Travel,Eco
3746,5,4,Business travel,Business
3747,3,4,Business travel,Eco
3748,3,2,Business travel,Business
3749,3,4,Personal Travel,Eco
3750,3,4,Business travel,Eco
3751,1,2,Business travel,Eco
3752,5,4,Personal Travel,Eco Plus
3753,3,5,Personal Travel,Eco
3754,4,4,Business travel,Business
3755,2,1,Business travel,Business
3756,5,5,Business travel,Eco
3757,5,4,Business travel,Eco
3758,4,3,Business travel,Business
3759,4,5,Business travel,Eco
3760,3,2,Business travel,Business
3761,2,2,Personal Travel,Eco
3762,4,3,Business travel,Business
3763,5,5,Personal Travel,Business
3764,5,5,Business travel,Business
3765,3,5,Personal Travel,Eco
3766,5,5,Business travel,Business
3767,5,5,Personal Travel,Eco
3768,4,3,Business travel,Business
3769,4,5,Business travel,Business
3770,1,1,Personal Travel,Eco
3771,5,4,Business travel,Business
3772,3,3,Business travel,Business
3773,5,4,Business travel,Business
3774,4,5,Business travel,Business
3775,2,4,Business travel,Business
3776,4,1,Personal Travel,Eco
3777,1,4,Business travel,Eco
3778,3,3,Personal Travel,Eco
3779,3,2,Personal Travel,Eco
3780,2,5,Business travel,Eco
3781,1,3,Personal Travel,Eco
3782,3,1,Personal Travel,Eco
3783,5,5,Business travel,Business
3784,2,2,Business travel,Eco
3785,3,1,Business travel,Eco
3786,3,4,Business travel,Eco
3787,5,4,Business travel,Business
3788,2,3,Personal Travel,Eco
3789,3,2,Business travel,Business
3790,4,4,Personal Travel,Eco Plus
3791,4,4,Business travel,Business
3792,5,5,Business travel,Business
3793,3,2,Business travel,Business
3794,3,3,Business travel,Business
3795,2,1,Personal Travel,Eco
3796,3,5,Personal Travel,Eco
3797,2,1,Personal Travel,Business
3798,4,1,Personal Travel,Eco
3799,3,3,Business travel,Eco
3800,4,4,Business travel,Business
3801,4,4,Business travel,Business
3802,3,4,Business travel,Eco
3803,5,5,Business travel,Business
3804,3,4,Business travel,Eco
3805,3,2,Personal Travel,Eco
3806,4,3,Business travel,Business
3807,3,1,Personal Travel,Eco
